name,level,status,source_path,snapshot_path,size_bytes,sha256,note
adaptive_eep_summary,A,passed_conservative,hfss_outputs/v09_adaptive_ratio_eep_loop_20260726_run01/adaptive_summary.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/adaptive_eep_summary.json,1440,5d0e6c34bfda8609fbe67f72bccbc7da2130bde25eb52409fbfec5ae4d01a692,Minimum-ratio EEP/S256 search with conservative five-margin admission.
smoke_analysis,A,passed,hfss_outputs/v09_hfss_smoke_20260726_run02/analysis_summary.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/smoke_analysis.json,889,ef296ff94795824f2d5d55efcdd8f54b91c49c5f28f3732da82c2eb558346fb0,Eighteen-candidate and 82-case HFSS smoke.
smoke_acceptance,A,passed,hfss_outputs/v09_hfss_smoke_20260726_run02/v09_smoke_acceptance.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/smoke_acceptance.json,682,946a6eaf01f3abf1f9f3bdc535398ca7a09bb5f04c4e1060524e366b3ab67036,Hard gate authorizing the 50-100 candidate stage.
fullwave_analysis,A,passed,hfss_outputs/v09_fullwave_validation_20260726_run02/analysis_summary.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/fullwave_analysis.json,891,0b9b9a1b1a9588bd65cb5a3ad5be6bf2b0b00edd65ca1878b00f469c623f7afd,Sixty-six new candidates and 338 direct-HFSS cases.
fullwave_evaluation,A,calibration_required,hfss_outputs/v09_fullwave_evaluation_20260726_run02/v09_fullwave_summary.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/fullwave_evaluation.json,1132,beac3517cf3ed1fa51b1d6cfcbd9e18dc60fba717453eeac37516ee26cd89b36,Combined 84-candidate held-out HFSS critic and ranking audit.
fullwave_groups,A,diagnostic,hfss_outputs/v09_fullwave_evaluation_20260726_run02/fullwave_by_k_ratio.csv,baselines/2026-07-26-v09-adaptive-hfss/snapshots/fullwave_groups.csv,1417,6fd96a1d3cda0b9eae802fdbdfb73a1bea73cd691819f8ccd214e4db21b385b3,Held-out full-wave metrics grouped by K and ratio.
calibrator,A,frozen,hfss_outputs/v09_fullwave_calibrator_20260726_run01/calibrator.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/calibrator.json,258,ddd42ff3c7eece1a625a8a4c20c7e5d8217ce02f987b5372126756ea9e6bdd7c,Regularized Platt calibrator fit on twelve independent HFSS validation scenes.
calibration_summary,A,ece_pass_brier_tradeoff,hfss_outputs/v09_fullwave_calibrator_20260726_run01/calibration_summary.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/calibration_summary.json,1290,3cc0fefdc992b14f49b9ebc86d309a32917572cdf3c463912c83e2f973f28f83,Held-out ECE improvement with the recorded small Brier tradeoff.
prospective_pool,A,passed,hfss_outputs/v09_second_prospective_eep_candidates_20260726_run01/prepare_summary.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/prospective_pool.json,743,524c76a9759413c3b63ea2f54e95425a5865d47123600a5b56c7cf88dea3534d,Twelve second-cycle unseen scenes and 384 sparse candidates.
prospective_adaptive,A,pre_registered,hfss_outputs/v09_second_prospective_adaptive_20260726_run01/adaptive_summary.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/prospective_adaptive.json,1607,0e41d81462a4c3640fcc9e62a5352801901fd76796c340eff17707c18c24c6e5,Frozen calibrated adaptive-ratio selections before HFSS.
prospective_freeze,A,pre_registered,hfss_outputs/v09_second_prospective_hfss_dataset_20260726_run01/prospective_freeze_manifest.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/prospective_freeze.json,1170,383ed2b4bfd42a1494461d2b7a6cf26d3e942adfa15aa51d6d3f1f920ceeb25e,"Checkpoint hashes, threshold, target hashes, and no-tuning policy."
prospective_analysis,A,passed,hfss_outputs/v09_second_prospective_hfss_20260726_run01/analysis_summary.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/prospective_analysis.json,840,b511e713b6729741bb7fce2369048b9fa125ccea4bad7727dc74287123ec415a,Complete sixty-case no-scale prospective HFSS analysis.
prospective_summary,A,passed_conservative,hfss_outputs/v09_second_prospective_hfss_20260726_run01/second_prospective_summary.json,baselines/2026-07-26-v09-adaptive-hfss/snapshots/prospective_summary.json,595,7dd64c64e98436e51ab2e49d78f408a9545db1f1144c8679a09a83988250e328,Five of five admitted candidates passed strict HFSS gates.
prospective_selections,A,diagnostic,hfss_outputs/v09_second_prospective_hfss_20260726_run01/prospective_selection_evaluation.csv,baselines/2026-07-26-v09-adaptive-hfss/snapshots/prospective_selections.csv,2420,b660ced9f5b5ad6aca173b0a88d48d293674b6b0816cb660fbb4d3368c0d036e,"Per-scene ratio, PSLL, isolation, active-RL, admission, and HFSS truth."
